,N,C,time,sinks
82,460,1,0.007120609283447266,True
83,460,1,0.008206367492675781,False
84,470,1,0.007135868072509766,True
85,470,1,0.008352518081665039,False
86,480,1,0.007135152816772461,True
87,480,1,0.008435249328613281,False
88,490,1,0.007807731628417969,True
89,490,1,0.008620023727416992,False
90,500,1,0.007602691650390625,True
91,500,1,0.008914709091186523,False
92,510,1,0.00791478157043457,True
93,510,1,0.009207725524902344,False
94,520,1,0.007889509201049805,True
95,520,1,0.009321212768554688,False
96,530,1,0.007929086685180664,True
97,530,1,0.00944066047668457,False
98,540,1,0.00823354721069336,True
99,540,1,0.009521007537841797,False
100,550,1,0.00820612907409668,True
101,550,1,0.009697198867797852,False
102,560,1,0.008683204650878906,True
103,560,1,0.009988546371459961,False
104,570,1,0.008800983428955078,True
105,570,1,0.010502338409423828,False
106,580,1,0.008959531784057617,True
